Number,Name,Date,Hour,RecordType,Hurclass,Lat,Lo,Maxwind,Minpress,
AL031985,CLAUDETTE,19850814,600,  , HU,35.2,52.5,65,988,
AL031985,CLAUDETTE,19850814,1200,  , HU,35.3,50.1,65,987,
AL031985,CLAUDETTE,19850814,1800,  , HU,35.5,47.8,65,986,
AL031985,CLAUDETTE,19850815,0,  , HU,35.6,45.2,70,985,
AL031985,CLAUDETTE,19850815,600,  , HU,35.7,42.6,70,981,
AL031985,CLAUDETTE,19850815,1200,  , HU,35.8,40,75,980,
AL031985,CLAUDETTE,19850815,1800,  , HU,36.4,37,75,981,
AL031985,CLAUDETTE,19850816,0,  , TS,37.5,34.5,60,993,
AL031985,CLAUDETTE,19850816,600,  , TS,39.2,31.6,45,998,
AL031985,CLAUDETTE,19850816,1200,  , TS,40.7,28.7,40,1001,
AL031985,CLAUDETTE,19850816,1800,  , TS,42.6,25.7,40,1003,
AL031985,CLAUDETTE,19850817,0,  , EX,44.5,22.5,40,1005,
AL041985,DANNY,19850812,0,  , TD,18.5,80.7,25,1010,
AL041985,DANNY,19850812,600,  , TD,19.2,81.4,25,1010,
AL041985,DANNY,19850812,1200,  , TD,19.9,82.1,25,1010,
AL041985,DANNY,19850812,1800,  , TD,20.5,82.9,25,1011,
AL041985,DANNY,19850813,0,  , TD,21.1,83.7,25,1011,
AL041985,DANNY,19850813,600,  , TD,21.7,84.6,25,1011,
AL041985,DANNY,19850813,1200,  , TD,22.3,85.6,30,1011,
AL041985,DANNY,19850813,1800,  , TD,23,86.7,30,1011,
AL041985,DANNY,19850814,0,  , TS,23.7,87.8,35,1010,
AL041985,DANNY,19850814,600,  , TS,24.4,88.8,45,1007,
AL041985,DANNY,19850814,1200,  , TS,25.1,89.8,50,1004,
AL041985,DANNY,19850814,1800,  , TS,25.9,90.7,60,1001,
AL041985,DANNY,19850815,0,  , HU,26.8,91.5,70,997,
AL041985,DANNY,19850815,600,  , HU,27.8,92.2,75,995,
AL041985,DANNY,19850815,1200,  , HU,28.9,92.6,80,988,
AL041985,DANNY,19850815,1630, L, HU,29.6,92.7,80,987,
AL041985,DANNY,19850815,1800,  , HU,30,92.7,70,988,
AL041985,DANNY,19850816,0,  , TS,31,92.4,50,992,
AL041985,DANNY,19850816,600,  , TS,32,92,40,997,
AL041985,DANNY,19850816,1200,  , TD,32.9,91.4,30,1000,
AL041985,DANNY,19850816,1800,  , TD,33.7,90.4,30,1002,
AL041985,DANNY,19850817,0,  , TD,34.3,89.2,30,1004,
AL041985,DANNY,19850817,600,  , TD,34.7,87.8,30,1006,
AL041985,DANNY,19850817,1200,  , TD,35,86.3,30,1008,
AL041985,DANNY,19850817,1800,  , TD,35.3,84.8,30,1010,
AL041985,DANNY,19850818,0,  , TD,35.6,83.4,25,1011,
AL041985,DANNY,19850818,600,  , TD,35.8,82,25,1011,
AL041985,DANNY,19850818,1200,  , TD,36,80.6,25,1012,
AL041985,DANNY,19850818,1800,  , TD,36.3,79.2,25,1012,
AL041985,DANNY,19850819,0,  , EX,36.7,77.9,25,1012,
AL041985,DANNY,19850819,600,  , EX,37.1,76.6,25,1012,
AL041985,DANNY,19850819,1200,  , EX,37.5,75.3,25,1012,
AL041985,DANNY,19850819,1800,  , EX,38,74,25,1013,
AL041985,DANNY,19850820,0,  , EX,38.5,72.7,20,1013,
AL041985,DANNY,19850820,600,  , EX,39.1,71.5,20,1014,
AL041985,DANNY,19850820,1200,  , EX,39.7,70.4,20,1014,
AL041985,DANNY,19850820,1800,  , EX,40.4,69.4,20,1014,
AL051985,ELENA,19850828,0,  , TD,19.8,74,30,1012,
AL051985,ELENA,19850828,600,  , TD,20.8,76,30,1010,
AL051985,ELENA,19850828,1200,  , TD,21.8,78,30,1008,
AL051985,ELENA,19850828,1800,  , TS,22.6,80,45,1006,
AL051985,ELENA,19850829,0,  , TS,23.2,81.8,50,1004,
AL051985,ELENA,19850829,600,  , TS,24,83.5,55,1000,
AL051985,ELENA,19850829,1200,  , HU,25,85,65,994,
AL051985,ELENA,19850829,1800,  , HU,25.9,85.8,70,990,
AL051985,ELENA,19850830,0,  , HU,26.6,86.6,75,986,
AL051985,ELENA,19850830,600,  , HU,27.3,87.2,80,980,
AL051985,ELENA,19850830,1200,  , HU,27.9,87.3,90,974,
AL051985,ELENA,19850830,1800,  , HU,28.3,86.8,90,978,
AL051985,ELENA,19850831,0,  , HU,28.4,86,90,977,
AL051985,ELENA,19850831,600,  , HU,28.6,85.3,90,976,
AL051985,ELENA,19850831,1200,  , HU,28.8,84.4,90,975,
AL051985,ELENA,19850831,1800,  , HU,28.8,84,90,974,
AL051985,ELENA,19850901,0,  , HU,28.8,83.8,95,971,
AL051985,ELENA,19850901,600,  , HU,28.6,83.9,100,965,
AL051985,ELENA,19850901,1200,  , HU,28.6,84.2,105,961,
AL051985,ELENA,19850901,1800,  , HU,28.9,84.8,110,954,
AL051985,ELENA,19850902,0,  , HU,29.4,85.9,110,953,
AL051985,ELENA,19850902,600,  , HU,29.7,87.3,105,957,
AL051985,ELENA,19850902,1200,  , HU,30.2,88.8,100,959,
AL051985,ELENA,19850902,1300, L, HU,30.4,89.2,100,959,
AL051985,ELENA,19850902,1800,  , TS,31,90.4,60,990,
AL051985,ELENA,19850903,0,  , TS,31.9,91.8,45,1000,
AL051985,ELENA,19850903,600,  , TD,32.4,92.8,30,1004,
AL051985,ELENA,19850903,1200,  , TD,33.2,93.7,25,1006,
AL051985,ELENA,19850903,1800,  , TD,34.5,94,25,1008,
AL051985,ELENA,19850904,0,  , TD,35.9,93.9,20,1010,
AL051985,ELENA,19850904,600,  , TD,37,93.2,20,1010,
AL051985,ELENA,19850904,1200,  , TD,38,92.5,20,1010,
AL051985,ELENA,19850904,1800,  , TD,38.8,91.4,20,1010,
AL061985,UNNAMED,19850908,1200,  , TD,20,27,25,-999,
AL061985,UNNAMED,19850908,1800,  , TD,20.5,28,25,-999,
AL061985,UNNAMED,19850909,0,  , TD,20.8,28.8,25,-999,
AL061985,UNNAMED,19850909,600,  , TD,21,29.5,30,-999,
AL061985,UNNAMED,19850909,1200,  , TD,21.1,30.5,30,-999,
AL061985,UNNAMED,19850909,1800,  , TD,21.3,32,30,-999,
AL061985,UNNAMED,19850910,0,  , TD,21.8,33.8,30,-999,
AL061985,UNNAMED,19850910,600,  , TD,22,35.2,30,-999,
AL061985,UNNAMED,19850910,1200,  , TD,22.5,37,30,-999,
AL061985,UNNAMED,19850910,1800,  , TD,23.2,38,30,-999,
AL061985,UNNAMED,19850911,0,  , TD,24,39,30,-999,
AL061985,UNNAMED,19850911,600,  , TD,25,40,30,-999,
AL061985,UNNAMED,19850911,1200,  , TD,25.8,41.1,30,-999,
AL061985,UNNAMED,19850911,1800,  , TD,26.5,42,30,-999,
AL061985,UNNAMED,19850912,0,  , TD,27.3,43.4,30,-999,
AL061985,UNNAMED,19850912,600,  , TD,28.2,44.8,30,-999,
AL061985,UNNAMED,19850912,1200,  , TD,29,46,25,-999,
AL061985,UNNAMED,19850912,1800,  , TD,30,47,25,-999,
AL061985,UNNAMED,19850913,0,  , TD,30.8,49,25,-999,
AL061985,UNNAMED,19850913,600,  , TD,31.2,50.2,20,-999,
AL061985,UNNAMED,19850913,1200,  , TD,32,52,20,-999,
AL071985,UNNAMED,19850911,1200,  , TD,11.5,60.5,25,-999,
AL071985,UNNAMED,19850911,1800,  , TD,12,61.2,30,-999,
AL071985,UNNAMED,19850912,0,  , TD,12.4,62.2,30,-999,
AL071985,UNNAMED,19850912,600,  , TD,12.8,63.2,30,-999,
AL071985,UNNAMED,19850912,1200,  , TD,12.9,64.1,30,-999,
AL071985,UNNAMED,19850912,1800,  , TD,13.1,65.6,30,-999,
AL071985,UNNAMED,19850913,0,  , TD,13.4,67,30,-999,
AL071985,UNNAMED,19850913,600,  , TD,13.8,68.5,30,-999,
AL071985,UNNAMED,19850913,1200,  , TD,14,70,25,-999,
AL071985,UNNAMED,19850913,1800,  , TD,14.2,71.8,20,-999,
AL081985,FABIAN,19850915,1800,  , TD,23.6,70.8,25,1008,
AL081985,FABIAN,19850916,0,  , TD,24,70.1,25,1008,
AL081985,FABIAN,19850916,600,  , TD,24.5,69.4,30,1006,
AL081985,FABIAN,19850916,1200,  , TD,25.1,68,30,1005,
AL081985,FABIAN,19850916,1800,  , TS,26,66.5,40,1003,
AL081985,FABIAN,19850917,0,  , TS,26.7,64.8,45,1001,
AL081985,FABIAN,19850917,600,  , TS,27.3,63.1,50,996,
AL081985,FABIAN,19850917,1200,  , TS,28.1,61.2,55,994,
AL081985,FABIAN,19850917,1800,  , TS,28.9,59.8,55,994,
AL081985,FABIAN,19850918,0,  , TS,29.7,58,55,994,
AL081985,FABIAN,19850918,600,  , TS,30.2,56.1,55,994,
AL081985,FABIAN,19850918,1200,  , TS,30.8,54.4,55,994,
AL081985,FABIAN,19850918,1800,  , TS,31.1,52.4,55,994,
AL081985,FABIAN,19850919,0,  , TS,31.5,50.4,55,994,
AL081985,FABIAN,19850919,600,  , TS,31.8,47,55,994,
AL081985,FABIAN,19850919,1200,  , TS,32.1,42.5,55,994,
AL091985,GLORIA,19850916,1200,  , TD,13.3,23.6,25,1009,
AL091985,GLORIA,19850916,1800,  , TD,13.8,24.8,25,1008,
AL091985,GLORIA,19850917,0,  , TD,14.1,25.9,30,1008,
AL091985,GLORIA,19850917,600,  , TD,14.3,27.1,30,1008,
AL091985,GLORIA,19850917,1200,  , TS,14.6,28.3,35,1007,
AL091985,GLORIA,19850917,1800,  , TS,14.7,29.6,35,1007,
AL091985,GLORIA,19850918,0,  , TS,14.9,31.7,35,1006,
AL091985,GLORIA,19850918,600,  , TS,15,33.8,35,1006,
AL091985,GLORIA,19850918,1200,  , TS,15.1,35.9,35,1006,
AL091985,GLORIA,19850918,1800,  , TD,15.4,38.1,30,1006,
AL091985,GLORIA,19850919,0,  , TD,15.8,39.5,30,1006,
AL091985,GLORIA,19850919,600,  , TD,16.2,40.9,30,1006,
AL091985,GLORIA,19850919,1200,  , TD,16.6,42.2,30,1006,
AL091985,GLORIA,19850919,1800,  , TD,17,43.8,30,1006,
AL091985,GLORIA,19850920,0,  , TS,17.2,45.1,35,1005,
AL091985,GLORIA,19850920,600,  , TS,17.4,46.7,40,1004,
AL091985,GLORIA,19850920,1200,  , TS,17.5,48.1,45,1003,
AL091985,GLORIA,19850920,1800,  , TS,17.6,49.8,45,1002,
AL091985,GLORIA,19850921,0,  , TS,17.7,51.2,50,1001,
AL091985,GLORIA,19850921,600,  , TS,17.7,52.8,55,1001,
AL091985,GLORIA,19850921,1200,  , TS,17.7,54.2,60,1000,
AL091985,GLORIA,19850921,1800,  , HU,17.7,55.3,65,1000,
AL091985,GLORIA,19850922,0,  , HU,17.8,56.3,65,1000,
AL091985,GLORIA,19850922,600,  , HU,17.8,57.1,70,996,
AL091985,GLORIA,19850922,1200,  , HU,17.8,58.2,70,992,
AL091985,GLORIA,19850922,1800,  , HU,18.4,59,65,990,
AL091985,GLORIA,19850923,0,  , HU,19,60.2,65,990,
AL091985,GLORIA,19850923,600,  , HU,19.7,61.5,65,989,
AL091985,GLORIA,19850923,1200,  , HU,20.4,62.9,65,987,
AL091985,GLORIA,19850923,1800,  , HU,21,64.2,75,980,
AL091985,GLORIA,19850924,0,  , HU,21.5,65.5,95,956,
AL091985,GLORIA,19850924,600,  , HU,21.9,66.8,100,952,
AL091985,GLORIA,19850924,1200,  , HU,22.5,67.9,100,950,
AL091985,GLORIA,19850924,1800,  , HU,23.2,69,105,935,
AL091985,GLORIA,19850925,0,  , HU,24.2,70,120,920,
AL091985,GLORIA,19850925,600,  , HU,25.1,70.9,125,920,
AL091985,GLORIA,19850925,1200,  , HU,26.1,72,115,926,
AL091985,GLORIA,19850925,1800,  , HU,26.9,73,95,933,
AL091985,GLORIA,19850926,0,  , HU,27.8,74,85,940,
AL091985,GLORIA,19850926,600,  , HU,28.9,75,80,944,
AL091985,GLORIA,19850926,1200,  , HU,30,75.5,80,946,
AL091985,GLORIA,19850926,1800,  , HU,31.4,76.2,85,944,
AL091985,GLORIA,19850927,0,  , HU,33.2,76,90,942,
AL091985,GLORIA,19850927,530, L, HU,35.2,75.6,90,942,
AL091985,GLORIA,19850927,600,  , HU,35.5,75.5,90,942,
AL091985,GLORIA,19850927,1200,  , HU,38.4,74.5,85,951,
AL091985,GLORIA,19850927,1600, L, HU,40.6,73.3,75,961,
AL091985,GLORIA,19850927,1800,  , HU,41.9,72.8,75,964,
AL091985,GLORIA,19850928,0,  , EX,45.5,70,50,986,
AL091985,GLORIA,19850928,600,  , EX,48.1,67.8,50,987,
AL091985,GLORIA,19850928,1200,  , EX,49.5,64.5,50,987,
AL091985,GLORIA,19850928,1800,  , EX,50.8,61.2,50,987,
AL091985,GLORIA,19850929,0,  , EX,51.5,57.5,50,990,
AL091985,GLORIA,19850929,600,  , EX,52.1,53.8,50,990,
AL091985,GLORIA,19850929,1200,  , EX,52.4,50,50,990,
AL091985,GLORIA,19850929,1800,  , EX,52.5,47.5,50,990,
AL091985,GLORIA,19850930,0,  , EX,52.5,45,50,990,
AL091985,GLORIA,19850930,600,  , EX,52.5,42.5,50,990,
AL091985,GLORIA,19850930,1200,  , EX,52.5,40,50,990,
AL091985,GLORIA,19850930,1800,  , EX,52.9,37.9,50,990,
AL091985,GLORIA,19851001,0,  , EX,53.3,35.9,50,990,
AL091985,GLORIA,19851001,600,  , EX,53.8,34,50,990,
AL091985,GLORIA,19851001,1200,  , EX,54.5,32,50,990,
AL091985,GLORIA,19851001,1800,  , EX,55.5,30,50,990,
AL091985,GLORIA,19851002,0,  , EX,56.6,29,50,960,
AL101985,HENRI,19850921,1800,  , TD,29.6,74.3,25,1008,
AL101985,HENRI,19850922,0,  , TD,30.5,74.4,25,1008,
AL101985,HENRI,19850922,600,  , TD,31.5,74.5,25,1009,
AL101985,HENRI,19850922,1200,  , TD,32.4,74.6,25,1011,
AL101985,HENRI,19850922,1800,  , TD,33.3,74.6,30,1011,
AL101985,HENRI,19850923,0,  , TD,34.3,74.5,30,1010,
AL101985,HENRI,19850923,600,  , TS,35.3,74.3,35,1007,
AL101985,HENRI,19850923,1200,  , TS,36,74.1,50,996,
AL101985,HENRI,19850923,1800,  , TS,36.7,74,45,1000,
AL101985,HENRI,19850924,0,  , TS,37.4,74,40,1004,
AL101985,HENRI,19850924,600,  , TS,38.2,74,35,1005,
AL101985,HENRI,19850924,1200,  , TS,39.2,73.7,35,1006,
AL101985,HENRI,19850924,1800,  , TS,40.3,73,35,1006,
AL101985,HENRI,19850924,2100, L, TS,40.8,72.5,35,1007,
AL101985,HENRI,19850925,0, L, TD,41.3,71.8,30,1007,
AL111985,ISABEL,19851007,0,  , TD,17.8,69.2,30,1006,
AL111985,ISABEL,19851007,600,  , TS,18.5,70.5,35,1006,
AL111985,ISABEL,19851007,1200,  , TS,19.8,71.2,40,1006,
AL111985,ISABEL,19851007,1800,  , TS,21.1,71.5,40,1005,
AL111985,ISABEL,19851008,0,  , TS,22.4,71.2,45,1005,
AL111985,ISABEL,19851008,600,  , TS,24.1,71.1,50,1005,
AL111985,ISABEL,19851008,1200,  , TS,25.2,71.5,55,1003,
AL111985,ISABEL,19851008,1800,  , TS,26.3,72,60,1002,
AL111985,ISABEL,19851009,0,  , TS,27.3,72.8,60,997,
AL111985,ISABEL,19851009,600,  , TS,27.9,73.9,60,1001,
AL111985,ISABEL,19851009,1200,  , TS,28.1,75.2,60,1003,
AL111985,ISABEL,19851009,1800,  , TS,28.2,76.6,60,1004,
AL111985,ISABEL,19851010,0,  , TS,29,77.8,55,1005,
AL111985,ISABEL,19851010,600,  , TS,29.1,79.2,45,1004,
AL111985,ISABEL,19851010,1200,  , TS,29.6,80.3,40,1006,
AL111985,ISABEL,19851010,1800,  , TS,30.3,81,35,1008,
AL111985,ISABEL,19851010,2100, L, TS,30.6,81.4,35,1008,
AL111985,ISABEL,19851011,0,  , TD,30.8,81.7,30,1009,
AL111985,ISABEL,19851011,600,  , TD,31.3,81.8,30,1011,
AL111985,ISABEL,19851011,1200,  , TD,31.7,81.6,25,1012,
AL111985,ISABEL,19851011,1800,  , TD,31.8,80.9,25,1013,
AL111985,ISABEL,19851012,0,  , TD,31.7,80.6,25,1013,
AL111985,ISABEL,19851012,600,  , TD,31.6,80.3,25,1013,
AL111985,ISABEL,19851012,1200,  , TD,31.5,79.9,25,1014,
AL111985,ISABEL,19851012,1800,  , TD,31.5,79.5,25,1013,
AL111985,ISABEL,19851013,0,  , TD,31.7,79.1,25,1013,
AL111985,ISABEL,19851013,600,  , TD,32,78.8,25,1013,
AL111985,ISABEL,19851013,1200,  , TD,32.3,78.4,25,1013,
AL111985,ISABEL,19851013,1800,  , TD,32.6,78,25,1012,
AL111985,ISABEL,19851014,0,  , TD,32.9,77.7,25,1012,
AL111985,ISABEL,19851014,600,  , TD,33.2,77.1,25,1011,
AL111985,ISABEL,19851014,1200,  , TD,33.5,76.6,25,1010,
AL111985,ISABEL,19851014,1800,  , TD,33.7,76,25,1010,
AL111985,ISABEL,19851015,0,  , TD,33.9,75.2,25,1010,
AL111985,ISABEL,19851015,600,  , TD,34.7,74,25,1010,
AL111985,ISABEL,19851015,1200,  , TD,35.8,72.7,25,1010,
AL121985,JUAN,19851026,0,  , TD,24.5,90.5,30,1005,
AL121985,JUAN,19851026,600,  , TD,24.2,91.5,30,1002,
AL121985,JUAN,19851026,1200,  , TS,23.8,92.5,35,999,
AL121985,JUAN,19851026,1800,  , TS,24.4,92.8,40,996,
AL121985,JUAN,19851027,0,  , TS,24.6,92,45,993,
AL121985,JUAN,19851027,600,  , TS,25.3,92.2,50,990,
AL121985,JUAN,19851027,1200,  , TS,25.7,91.5,55,986,
AL121985,JUAN,19851027,1800,  , TS,26.4,91.1,60,984,
AL121985,JUAN,19851028,0,  , HU,27.8,91.2,65,982,
AL121985,JUAN,19851028,600,  , HU,28.6,91.5,70,975,
AL121985,JUAN,19851028,1200,  , HU,29.4,92,75,972,
AL121985,JUAN,19851028,1800,  , HU,29.3,93,75,971,
AL121985,JUAN,19851029,0,  , HU,28.9,92.5,75,973,
AL121985,JUAN,19851029,600,  , HU,29,91.9,70,975,
AL121985,JUAN,19851029,1100, L, HU,29.5,91.4,65,974,
AL121985,JUAN,19851029,1200,  , HU,29.6,91.3,65,974,
AL121985,JUAN,19851029,1800,  , TS,30.3,91.9,60,978,
AL121985,JUAN,19851030,0,  , TS,30.1,92.3,60,980,
AL121985,JUAN,19851030,600,  , TS,29.8,92.2,55,982,
AL121985,JUAN,19851030,1200,  , TS,29.6,92.1,55,982,
AL121985,JUAN,19851030,1800,  , TS,29.3,91.8,55,982,
AL121985,JUAN,19851031,0,  , TS,29.1,91.3,55,982,
AL121985,JUAN,19851031,600,  , TS,28.9,90.3,55,980,
AL121985,JUAN,19851031,1200,  , TS,29.3,89.1,60,978,
AL121985,JUAN,19851031,1800,  , TS,30.3,87.7,55,982,
AL121985,JUAN,19851101,0,  , TS,31.8,87,40,984,
AL121985,JUAN,19851101,600,  , TS,33.5,86.7,35,986,
AL121985,JUAN,19851101,1200,  , EX,35.2,86.6,30,989,
AL121985,JUAN,19851101,1800,  , EX,36.8,87.1,25,992,
AL131985,KATE,19851115,1800,  , TS,21.1,63.8,35,999,
AL131985,KATE,19851116,0,  , TS,21.6,63.9,45,998,
AL131985,KATE,19851116,600,  , TS,21.7,64.2,50,996,
AL131985,KATE,19851116,1200,  , TS,21.5,64.8,55,993,
AL131985,KATE,19851116,1800,  , HU,21.1,65.3,70,987,
AL131985,KATE,19851117,0,  , HU,20.7,66,75,981,
AL131985,KATE,19851117,600,  , HU,20.4,66.4,75,984,
AL131985,KATE,19851117,1200,  , HU,20.7,67.3,75,982,
AL131985,KATE,19851117,1800,  , HU,21.1,68.8,80,977,
AL131985,KATE,19851118,0,  , HU,21.4,70,80,976,
AL131985,KATE,19851118,600,  , HU,21.6,71.8,80,975,
AL131985,KATE,19851118,1200,  , HU,21.6,73.3,80,975,
AL131985,KATE,19851118,1800,  , HU,21.9,75.1,85,972,
AL131985,KATE,19851119,0,  , HU,22.1,76.8,95,967,
AL131985,KATE,19851119,600,  , HU,22.1,78.4,95,968,
AL131985,KATE,19851119,1200,  , HU,22.7,80.2,90,971,
AL131985,KATE,19851119,1800,  , HU,23.2,81.9,80,976,
AL131985,KATE,19851120,0,  , HU,23.9,83.5,85,972,
AL131985,KATE,19851120,600,  , HU,24.6,84.5,95,968,
AL131985,KATE,19851120,1200,  , HU,25.2,85.3,105,956,
AL131985,KATE,19851120,1800,  , HU,26,86,105,955,
AL131985,KATE,19851121,0,  , HU,26.8,86.5,105,954,
AL131985,KATE,19851121,600,  , HU,27.5,86.6,100,961,
AL131985,KATE,19851121,1200,  , HU,28.3,86.5,95,965,
AL131985,KATE,19851121,1800,  , HU,29.2,86.1,85,967,
AL131985,KATE,19851121,2230, L, HU,30,85.4,85,967,
AL131985,KATE,19851122,0,  , HU,30.2,85.1,80,975,
AL131985,KATE,19851122,600,  , HU,31.5,83.5,65,983,
AL131985,KATE,19851122,1200,  , TS,32.5,81.5,50,990,
AL131985,KATE,19851122,1800,  , TS,33.7,79.2,45,996,
AL131985,KATE,19851123,0,  , TS,34.7,76.2,40,1003,
AL131985,KATE,19851123,600,  , TS,34.4,73.5,35,1005,
AL131985,KATE,19851123,1200,  , TS,34,72,35,1006,
AL131985,KATE,19851123,1800,  , EX,33.5,70.5,35,1006,
AL141985,UNNAMED,19851207,1200,  , TD,11.2,77,20,-999,
AL141985,UNNAMED,19851207,1800,  , TD,11.1,77.5,20,-999,
AL141985,UNNAMED,19851208,0,  , TD,11,77.9,25,-999,
AL141985,UNNAMED,19851208,600,  , TD,10.9,78.3,25,-999,
AL141985,UNNAMED,19851208,1200,  , TD,10.6,78.8,30,-999,
AL141985,UNNAMED,19851208,1800,  , TD,10.3,79.4,30,-999,
AL141985,UNNAMED,19851209,0,  , TD,10.2,79.8,30,-999,
AL141985,UNNAMED,19851209,600,  , TD,10,80.2,25,-999,
AL141985,UNNAMED,19851209,1200,  , TD,9.8,80.5,25,-999,
AL141985,UNNAMED,19851209,1800,  , TD,9.5,81,20,-999,
AL011986,ANDREW,19860605,0,  , SD,26.2,75.8,30,1007,
AL011986,ANDREW,19860605,600,  , SD,27.4,76,30,1006,
AL011986,ANDREW,19860605,1200,  , SD,28.4,76.4,30,1005,
AL011986,ANDREW,19860605,1800,  , SD,29.1,77,30,1003,
AL011986,ANDREW,19860606,0,  , TS,29.7,77.5,35,1002,
AL011986,ANDREW,19860606,600,  , TS,30.2,77.8,40,1003,
AL011986,ANDREW,19860606,1200,  , TS,30.7,78,45,1005,
AL011986,ANDREW,19860606,1800,  , TS,31.4,77.9,45,1004,
AL011986,ANDREW,19860607,0,  , TS,31.9,77.8,45,1003,
AL011986,ANDREW,19860607,600,  , TS,32.8,76.9,45,1001,
AL011986,ANDREW,19860607,1200,  , TS,33.6,76,45,999,
AL011986,ANDREW,19860607,1800,  , TS,34.3,75,45,1000,
AL011986,ANDREW,19860608,0,  , TS,35.2,73.9,45,1002,
AL011986,ANDREW,19860608,600,  , TS,36.3,72.7,45,1002,
AL011986,ANDREW,19860608,1200,  , TS,37.9,71,40,1002,
AL011986,ANDREW,19860608,1800,  , TS,39.6,68.9,35,1001,
AL021986,BONNIE,19860623,1800,  , TD,25.6,87.2,25,1014,
AL021986,BONNIE,19860624,0,  , TD,25.7,87.8,25,1013,
AL021986,BONNIE,19860624,600,  , TD,26,88.4,25,1014,
AL021986,BONNIE,19860624,1200,  , TD,26.4,88.9,30,1011,
AL021986,BONNIE,19860624,1800,  , TS,26.6,89.5,40,1006,
AL021986,BONNIE,19860625,0,  , TS,26.7,90.3,45,1001,
AL021986,BONNIE,19860625,600,  , TS,26.8,91,50,1002,
AL021986,BONNIE,19860625,1200,  , TS,27.2,91.7,55,997,
AL021986,BONNIE,19860625,1800,  , HU,27.7,92.2,65,1001,
AL021986,BONNIE,19860626,0,  , HU,28.2,92.9,70,999,
AL021986,BONNIE,19860626,600,  , HU,29,93.7,75,995,
AL021986,BONNIE,19860626,1000, L, HU,29.6,94.2,75,990,
AL021986,BONNIE,19860626,1200,  , HU,29.9,94.3,65,992,
AL021986,BONNIE,19860626,1800,  , TS,30.9,94.7,35,1000,
AL021986,BONNIE,19860627,0,  , TD,31.8,94.7,30,1009,
AL021986,BONNIE,19860627,600,  , TD,32.8,94.7,25,1015,
AL021986,BONNIE,19860627,1200,  , TD,33.9,94.3,20,1016,
AL021986,BONNIE,19860627,1800,  , TD,34.8,93.5,20,1016,
AL021986,BONNIE,19860628,0,  , TD,35.6,92.5,15,1014,
AL021986,BONNIE,19860628,600,  , TD,36.5,91.3,10,1013,
AL021986,BONNIE,19860628,1200,  , TD,37.2,90,10,1012,
AL031986,UNNAMED,19860723,1200,  , TD,24,54.9,20,-999,
AL031986,UNNAMED,19860723,1800,  , TD,24.3,56.1,20,-999,
AL031986,UNNAMED,19860724,0,  , TD,24.6,57.5,20,-999,
AL031986,UNNAMED,19860724,600,  , TD,24.8,58.9,25,-999,
AL031986,UNNAMED,19860724,1200,  , TD,25,60,25,-999,
AL031986,UNNAMED,19860724,1800,  , TD,25.5,61,25,-999,
AL031986,UNNAMED,19860725,0,  , TD,26,61.8,25,-999,
AL031986,UNNAMED,19860725,600,  , TD,26.4,62.3,25,-999,
AL031986,UNNAMED,19860725,1200,  , TD,27,63,25,-999,
AL031986,UNNAMED,19860725,1800,  , TD,27.9,63.8,30,-999,
AL031986,UNNAMED,19860726,0,  , TD,28.5,64.2,30,-999,
AL031986,UNNAMED,19860726,600,  , TD,29.4,64.9,30,-999,
AL031986,UNNAMED,19860726,1200,  , TD,30,65.5,30,-999,
AL031986,UNNAMED,19860726,1800,  , TD,31.2,65.3,25,-999,
AL031986,UNNAMED,19860727,0,  , TD,32,65.2,25,-999,
AL031986,UNNAMED,19860727,600,  , TD,33,65.1,25,-999,
AL031986,UNNAMED,19860727,1200,  , TD,34,65,25,-999,
AL031986,UNNAMED,19860727,1800,  , TD,36,63.9,25,-999,
AL031986,UNNAMED,19860728,0,  , TD,37.8,62.5,20,-999,
AL031986,UNNAMED,19860728,600,  , TD,38.5,61,20,-999,
AL031986,UNNAMED,19860728,1200,  , TD,41.2,59.8,20,-999,
AL041986,UNNAMED,19860804,600,  , TD,24,92.9,25,-999,
AL041986,UNNAMED,19860804,1200,  , TD,24.3,93.9,25,-999,
AL041986,UNNAMED,19860804,1800,  , TD,25.1,94.5,30,-999,
AL041986,UNNAMED,19860805,0,  , TD,25.9,95.2,30,-999,
AL041986,UNNAMED,19860805,600,  , TD,26.8,96,30,-999,
AL041986,UNNAMED,19860805,1200,  , TD,27.2,97,25,-999,
AL041986,UNNAMED,19860805,1800,  , TD,28,97.8,-99,-999,
AL051986,CHARLEY,19860813,1200,  , SD,30.1,84,10,1009,
AL051986,CHARLEY,19860813,1800,  , SD,30.8,84,10,1012,
AL051986,CHARLEY,19860814,0,  , SD,31.4,83.6,10,1013,
AL051986,CHARLEY,19860814,600,  , SD,32,83.1,10,1014,
AL051986,CHARLEY,19860814,1200,  , SD,32.5,82.5,10,1015,
AL051986,CHARLEY,19860814,1800,  , SD,32.4,82,10,1015,
AL051986,CHARLEY,19860815,0,  , SD,32.3,81.2,15,1013,
AL051986,CHARLEY,19860815,600,  , SD,32.3,80,15,1013,
AL051986,CHARLEY,19860815,1200,  , TD,32.2,79,30,1009,
AL051986,CHARLEY,19860815,1800,  , TS,32.2,78.5,35,1007,
AL051986,CHARLEY,19860816,0,  , TS,32.3,78.1,40,1004,
AL051986,CHARLEY,19860816,600,  , TS,32.4,77.9,40,1002,
